id,x,y,radius,budget
0,1912.354675,3468.268277,278.82021210329174,1.0737900956848294
1,3867.65572,1552.357536,297.90373433875936,1.2913247867491309
2,3897.166669,3385.558571,255.76580132559388,1.0728163456224111
3,183.770261,1237.037991,299.6442869179418,1.2278141038455264
4,2833.901217,999.227024,248.17709191543693,0.9680966208574568
5,2956.781844,2712.090639,238.4861457266991,0.9246895369257824
6,4306.258374,99.164286,287.8797084225666,0.9936909754985822
7,4377.530193,3330.957308,223.8062710239413,0.7524800078626385
8,1291.385107,1153.121746,279.6220215826596,1.0041632766370838
9,4613.294919,929.603228,296.1646691489709,1.2450410595424803
10,1512.521658,3658.205773,220.90258587846185,0.8672100322685182
11,3559.044222,2295.690424,282.8298482316744,1.1557282993360112
12,1177.365481,339.884438,250.53815509448685,0.9255292830630594
13,2129.31698,1188.461875,268.6503054526049,1.0154500816371717
14,3377.735553,1863.047429,243.7173204270349,0.814370932287334
15,2298.515976,1916.41428,209.83236206795695,0.7732983853634443
16,2223.21998,714.163024,258.0463699108716,0.944878623887257
17,1689.217356,1412.104611,257.79893312249527,1.1796134810829129
18,2764.594111,376.019545,272.931165193271,1.229478314587505
19,565.241125,2727.565434,228.1287529620432,0.7795469290802227
20,2477.954943,2368.888155,214.2615477175828,0.8908155408070807
21,1409.403943,1803.075063,309.32961998083687,1.2647187707980672
22,926.155315,1362.492265,279.3883622391001,1.0102224902162205
23,4843.322913,2848.986731,272.2556158659596,0.9871319226610391
24,475.218449,710.9685,280.65873287467065,0.9842884985146456
25,4608.74378,1562.638991,310.7308163324221,1.2650621411369145
26,4206.017865,1449.937222,236.19681327761452,0.993137929845987
27,694.651231,243.642806,240.38551582468293,0.9947221344749422
28,226.930208,2566.737489,273.7338479956858,1.086439206991835
29,2952.306108,28.870393,271.3367769037587,1.193232546121264
30,3496.548275,909.593414,251.12607055333257,1.1571975923991733
31,3645.282639,2736.070399,306.1995528385517,1.0756912142143817
32,2226.652105,263.654964,272.70710150610967,1.0267448477991732
33,4004.772237,2027.27869,266.61600484070243,1.032906264722958
34,1110.758314,1982.135147,263.5922586012145,1.143118878596241
35,1286.021729,3385.791872,223.07626254285145,1.0470635596580218
36,4042.895808,1781.423776,266.0017907056554,1.0607397278789332
37,830.313865,2276.697893,285.12118518656973,1.0917265455330403
38,2930.059591,1365.343678,237.6206594049324,0.7245432346701659
39,3480.745972,1602.741771,267.9146088467774,1.0454845638141985
40,1434.505807,2329.977515,212.68781100302903,0.662070275539013
41,237.860922,921.357855,239.3665572869509,1.0945390236764792
42,3034.084178,1719.500908,285.51361026578707,1.0191840219983732
43,1582.075522,470.397895,212.8408549417088,1.0102720865473696
44,3614.897728,384.026098,232.1437447395988,0.9412623549509317
45,4354.618408,626.834718,229.39254091657824,0.9313690353617163
46,4284.645525,2296.18332,234.3539972068421,0.8978088261865077
47,3202.510485,2629.419646,300.84249128702703,1.2463247721330415
48,4613.628587,1894.828783,251.6996894523298,0.8877461957014164
49,648.701671,3045.220574,223.4489807334854,1.0142374869507242
50,1045.416967,3012.958686,279.41411875425,1.258326570975039
51,2635.767748,1202.882583,215.77266422676055,0.6358409851110274
52,212.471185,1711.155998,214.46504478096767,0.8321422209173762
53,2218.348411,1629.358505,218.11443449829497,0.8914856416934307
54,1822.122544,301.772506,264.6384516404486,1.0740675706566547
55,2444.712343,381.75627,298.69211066989874,1.1721075537522532
56,2170.034605,2524.891526,249.248825404164,0.9726071629954207
57,375.151272,459.553088,288.03875730618233,1.2655482219215237
58,4381.257252,393.769275,271.1299910222129,1.1289374460558694
59,4868.786352,516.74343,275.49201919008914,1.1035996032832596
60,3885.049795,3128.115825,293.5081460186153,1.28490779317002
61,3315.960473,1147.625526,229.84569883100409,0.757113067416284
62,2260.909868,3605.046534,210.1922186788006,0.9378302733113544
63,717.311981,1594.651652,248.57147631757812,0.8898176831667853
64,2418.811184,1323.444537,244.2735811201417,0.8669402113966043
65,1213.803627,782.687251,302.0469364937504,1.2378695741421786
66,2893.949388,2308.284316,302.74495744539064,1.0059674192647285
67,779.159235,949.031659,224.56112041887536,0.7729283521795242
68,530.782113,2312.203938,271.105319746498,0.9236629586689182
69,526.912401,1483.210638,284.6970822636458,0.9947843124436659
70,4146.202232,405.257715,268.2308419010244,0.9964179999046565
71,2859.775792,3531.830464,209.05536556769192,0.6514705937639501
72,3839.822433,979.367434,220.2027402563833,0.7361558729643751
73,3302.133947,3605.171806,256.586525207691,0.8974106544538795
74,2276.670961,2146.435703,245.73972456537587,0.7730589317794374
75,353.72539,3304.070736,246.8170543273721,0.964301882636422
76,4410.227997,1079.170366,226.30572657280285,0.6848891757445521
77,2656.997231,1755.78901,279.7492586413858,0.9731186650875083
78,1953.852458,924.60835,303.3429326615912,1.211237406979377
79,1641.373571,3004.392733,268.323956931724,0.8749874566964275
80,4655.339308,2499.384191,215.49631774346724,0.676621378452104
81,3222.196612,1378.906484,279.2263151282794,1.278605207435836
82,560.424606,1961.232265,223.4259492514536,0.7367012830598536
83,807.023497,696.419234,292.4481686077905,1.1125435347784742
84,1243.189329,2619.01895,306.3240694754911,1.0896340958795008
